"experiment_id","scenario","run_seed","depth_zone","larvae","total_larvae","proportion"
"E2","V2CUR",16108,"160-200 cm",3,250,0.012
"E2","V2CUR",16108,">200 cm",37,250,0.148
"E2","V2CUR",16109,"<40 cm",193,250,0.772
"E2","V2CUR",16109,"40-80 cm",4,250,0.016
"E2","V2CUR",16109,"80-120 cm",5,250,0.02
"E2","V2CUR",16109,"120-160 cm",4,250,0.016
"E2","V2CUR",16109,"160-200 cm",3,250,0.012
"E2","V2CUR",16109,">200 cm",41,250,0.164
"E2","V2CUR",16110,"<40 cm",180,250,0.72
"E2","V2CUR",16110,"40-80 cm",5,250,0.02
"E2","V2CUR",16110,"80-120 cm",6,250,0.024
"E2","V2CUR",16110,"120-160 cm",4,250,0.016
"E2","V2CUR",16110,"160-200 cm",0,250,0
"E2","V2CUR",16110,">200 cm",55,250,0.22
"E2","V2CUR",17101,"<40 cm",184,250,0.736
"E2","V2CUR",17101,"40-80 cm",13,250,0.052
"E2","V2CUR",17101,"80-120 cm",2,250,0.008
"E2","V2CUR",17101,"120-160 cm",4,250,0.016
"E2","V2CUR",17101,"160-200 cm",8,250,0.032
"E2","V2CUR",17101,">200 cm",39,250,0.156
"E2","V2CUR",17102,"<40 cm",171,250,0.684
"E2","V2CUR",17102,"40-80 cm",7,250,0.028
"E2","V2CUR",17102,"80-120 cm",6,250,0.024
"E2","V2CUR",17102,"120-160 cm",4,250,0.016
"E2","V2CUR",17102,"160-200 cm",5,250,0.02
"E2","V2CUR",17102,">200 cm",57,250,0.228
"E2","V2CUR",17103,"<40 cm",184,250,0.736
"E2","V2CUR",17103,"40-80 cm",9,250,0.036
"E2","V2CUR",17103,"80-120 cm",3,250,0.012
"E2","V2CUR",17103,"120-160 cm",6,250,0.024
"E2","V2CUR",17103,"160-200 cm",7,250,0.028
"E2","V2CUR",17103,">200 cm",41,250,0.164
"E2","V2CUR",17104,"<40 cm",173,250,0.692
"E2","V2CUR",17104,"40-80 cm",18,250,0.072
"E2","V2CUR",17104,"80-120 cm",4,250,0.016
"E2","V2CUR",17104,"120-160 cm",5,250,0.02
"E2","V2CUR",17104,"160-200 cm",3,250,0.012
"E2","V2CUR",17104,">200 cm",47,250,0.188
"E2","V2CUR",17105,"<40 cm",181,250,0.724
"E2","V2CUR",17105,"40-80 cm",10,250,0.04
"E2","V2CUR",17105,"80-120 cm",2,250,0.008
"E2","V2CUR",17105,"120-160 cm",4,250,0.016
"E2","V2CUR",17105,"160-200 cm",4,250,0.016
"E2","V2CUR",17105,">200 cm",49,250,0.196
"E2","V2CUR",17106,"<40 cm",173,250,0.692
"E2","V2CUR",17106,"40-80 cm",12,250,0.048
"E2","V2CUR",17106,"80-120 cm",7,250,0.028
"E2","V2CUR",17106,"120-160 cm",3,250,0.012
"E2","V2CUR",17106,"160-200 cm",6,250,0.024
"E2","V2CUR",17106,">200 cm",49,250,0.196
"E2","V2CUR",17107,"<40 cm",183,250,0.732
"E2","V2CUR",17107,"40-80 cm",10,250,0.04
"E2","V2CUR",17107,"80-120 cm",2,250,0.008
"E2","V2CUR",17107,"120-160 cm",1,250,0.004
"E2","V2CUR",17107,"160-200 cm",5,250,0.02
"E2","V2CUR",17107,">200 cm",49,250,0.196
"E2","V2CUR",17108,"<40 cm",196,250,0.784
"E2","V2CUR",17108,"40-80 cm",7,250,0.028
"E2","V2CUR",17108,"80-120 cm",1,250,0.004
"E2","V2CUR",17108,"120-160 cm",5,250,0.02
"E2","V2CUR",17108,"160-200 cm",7,250,0.028
"E2","V2CUR",17108,">200 cm",34,250,0.136
"E2","V2CUR",17109,"<40 cm",187,250,0.748
"E2","V2CUR",17109,"40-80 cm",12,250,0.048
"E2","V2CUR",17109,"80-120 cm",3,250,0.012
"E2","V2CUR",17109,"120-160 cm",4,250,0.016
"E2","V2CUR",17109,"160-200 cm",4,250,0.016
"E2","V2CUR",17109,">200 cm",40,250,0.16
"E2","V2CUR",17110,"<40 cm",174,250,0.696
"E2","V2CUR",17110,"40-80 cm",7,250,0.028
"E2","V2CUR",17110,"80-120 cm",5,250,0.02
"E2","V2CUR",17110,"120-160 cm",3,250,0.012
"E2","V2CUR",17110,"160-200 cm",2,250,0.008
"E2","V2CUR",17110,">200 cm",59,250,0.236
"E2","V2CUR",18101,"<40 cm",192,250,0.768
"E2","V2CUR",18101,"40-80 cm",5,250,0.02
"E2","V2CUR",18101,"80-120 cm",3,250,0.012
"E2","V2CUR",18101,"120-160 cm",5,250,0.02
"E2","V2CUR",18101,"160-200 cm",3,250,0.012
"E2","V2CUR",18101,">200 cm",42,250,0.168
"E2","V2CUR",18102,"<40 cm",178,250,0.712
"E2","V2CUR",18102,"40-80 cm",1,250,0.004
"E2","V2CUR",18102,"80-120 cm",5,250,0.02
"E2","V2CUR",18102,"120-160 cm",4,250,0.016
"E2","V2CUR",18102,"160-200 cm",4,250,0.016
"E2","V2CUR",18102,">200 cm",58,250,0.232
"E2","V2CUR",18103,"<40 cm",189,250,0.756
"E2","V2CUR",18103,"40-80 cm",4,250,0.016
"E2","V2CUR",18103,"80-120 cm",4,250,0.016
"E2","V2CUR",18103,"120-160 cm",7,250,0.028
"E2","V2CUR",18103,"160-200 cm",6,250,0.024
"E2","V2CUR",18103,">200 cm",40,250,0.16
"E2","V2CUR",18104,"<40 cm",182,250,0.728
"E2","V2CUR",18104,"40-80 cm",6,250,0.024
"E2","V2CUR",18104,"80-120 cm",5,250,0.02
"E2","V2CUR",18104,"120-160 cm",5,250,0.02
"E2","V2CUR",18104,"160-200 cm",2,250,0.008
"E2","V2CUR",18104,">200 cm",50,250,0.2
"E2","V2CUR",18105,"<40 cm",187,250,0.748
"E2","V2CUR",18105,"40-80 cm",4,250,0.016
"E2","V2CUR",18105,"80-120 cm",2,250,0.008
"E2","V2CUR",18105,"120-160 cm",3,250,0.012
"E2","V2CUR",18105,"160-200 cm",2,250,0.008
"E2","V2CUR",18105,">200 cm",52,250,0.208
"E2","V2CUR",18106,"<40 cm",178,250,0.712
"E2","V2CUR",18106,"40-80 cm",5,250,0.02
"E2","V2CUR",18106,"80-120 cm",7,250,0.028
"E2","V2CUR",18106,"120-160 cm",3,250,0.012
"E2","V2CUR",18106,"160-200 cm",5,250,0.02
"E2","V2CUR",18106,">200 cm",52,250,0.208
"E2","V2CUR",18107,"<40 cm",192,250,0.768
"E2","V2CUR",18107,"40-80 cm",4,250,0.016
"E2","V2CUR",18107,"80-120 cm",2,250,0.008
"E2","V2CUR",18107,"120-160 cm",1,250,0.004
"E2","V2CUR",18107,"160-200 cm",3,250,0.012
"E2","V2CUR",18107,">200 cm",48,250,0.192
"E2","V2CUR",18108,"<40 cm",199,250,0.796
"E2","V2CUR",18108,"40-80 cm",1,250,0.004
"E2","V2CUR",18108,"80-120 cm",2,250,0.008
"E2","V2CUR",18108,"120-160 cm",6,250,0.024
"E2","V2CUR",18108,"160-200 cm",3,250,0.012
"E2","V2CUR",18108,">200 cm",39,250,0.156
"E2","V2CUR",18109,"<40 cm",193,250,0.772
"E2","V2CUR",18109,"40-80 cm",4,250,0.016
"E2","V2CUR",18109,"80-120 cm",5,250,0.02
"E2","V2CUR",18109,"120-160 cm",4,250,0.016
"E2","V2CUR",18109,"160-200 cm",4,250,0.016
"E2","V2CUR",18109,">200 cm",40,250,0.16
"E2","V2CUR",18110,"<40 cm",180,250,0.72
"E2","V2CUR",18110,"40-80 cm",3,250,0.012
"E2","V2CUR",18110,"80-120 cm",4,250,0.016
"E2","V2CUR",18110,"120-160 cm",5,250,0.02
"E2","V2CUR",18110,"160-200 cm",0,250,0
"E2","V2CUR",18110,">200 cm",58,250,0.232
"E2","V2CUR",19101,"<40 cm",182,250,0.728
"E2","V2CUR",19101,"40-80 cm",6,250,0.024
"E2","V2CUR",19101,"80-120 cm",7,250,0.028
"E2","V2CUR",19101,"120-160 cm",8,250,0.032
"E2","V2CUR",19101,"160-200 cm",8,250,0.032
"E2","V2CUR",19101,">200 cm",39,250,0.156
"E2","V2CUR",19102,"<40 cm",168,250,0.672
"E2","V2CUR",19102,"40-80 cm",7,250,0.028
"E2","V2CUR",19102,"80-120 cm",5,250,0.02
"E2","V2CUR",19102,"120-160 cm",9,250,0.036
"E2","V2CUR",19102,"160-200 cm",6,250,0.024
"E2","V2CUR",19102,">200 cm",55,250,0.22
"E2","V2CUR",19103,"<40 cm",174,250,0.696
"E2","V2CUR",19103,"40-80 cm",8,250,0.032
"E2","V2CUR",19103,"80-120 cm",7,250,0.028
"E2","V2CUR",19103,"120-160 cm",13,250,0.052
"E2","V2CUR",19103,"160-200 cm",5,250,0.02
"E2","V2CUR",19103,">200 cm",43,250,0.172
"E2","V2CUR",19104,"<40 cm",172,250,0.688
"E2","V2CUR",19104,"40-80 cm",9,250,0.036
"E2","V2CUR",19104,"80-120 cm",6,250,0.024
"E2","V2CUR",19104,"120-160 cm",13,250,0.052
"E2","V2CUR",19104,"160-200 cm",4,250,0.016
"E2","V2CUR",19104,">200 cm",46,250,0.184
"E2","V2CUR",19105,"<40 cm",175,250,0.7
"E2","V2CUR",19105,"40-80 cm",6,250,0.024
"E2","V2CUR",19105,"80-120 cm",5,250,0.02
"E2","V2CUR",19105,"120-160 cm",9,250,0.036
"E2","V2CUR",19105,"160-200 cm",5,250,0.02
"E2","V2CUR",19105,">200 cm",50,250,0.2
"E2","V2CUR",19106,"<40 cm",165,250,0.66
"E2","V2CUR",19106,"40-80 cm",10,250,0.04
"E2","V2CUR",19106,"80-120 cm",8,250,0.032
"E2","V2CUR",19106,"120-160 cm",11,250,0.044
"E2","V2CUR",19106,"160-200 cm",7,250,0.028
"E2","V2CUR",19106,">200 cm",49,250,0.196
"E2","V2CUR",19107,"<40 cm",179,250,0.716
"E2","V2CUR",19107,"40-80 cm",8,250,0.032
"E2","V2CUR",19107,"80-120 cm",5,250,0.02
"E2","V2CUR",19107,"120-160 cm",4,250,0.016
"E2","V2CUR",19107,"160-200 cm",5,250,0.02
"E2","V2CUR",19107,">200 cm",49,250,0.196
"E2","V2CUR",19108,"<40 cm",186,250,0.744
"E2","V2CUR",19108,"40-80 cm",9,250,0.036
"E2","V2CUR",19108,"80-120 cm",5,250,0.02
"E2","V2CUR",19108,"120-160 cm",8,250,0.032
"E2","V2CUR",19108,"160-200 cm",4,250,0.016
"E2","V2CUR",19108,">200 cm",38,250,0.152
"E2","V2CUR",19109,"<40 cm",179,250,0.716
"E2","V2CUR",19109,"40-80 cm",10,250,0.04
"E2","V2CUR",19109,"80-120 cm",6,250,0.024
"E2","V2CUR",19109,"120-160 cm",8,250,0.032
"E2","V2CUR",19109,"160-200 cm",6,250,0.024
"E2","V2CUR",19109,">200 cm",41,250,0.164
"E2","V2CUR",19110,"<40 cm",171,250,0.684
"E2","V2CUR",19110,"40-80 cm",7,250,0.028
"E2","V2CUR",19110,"80-120 cm",5,250,0.02
"E2","V2CUR",19110,"120-160 cm",7,250,0.028
"E2","V2CUR",19110,"160-200 cm",5,250,0.02
"E2","V2CUR",19110,">200 cm",55,250,0.22
"E2","V2CUR",20101,"<40 cm",188,250,0.752
"E2","V2CUR",20101,"40-80 cm",5,250,0.02
"E2","V2CUR",20101,"80-120 cm",3,250,0.012
"E2","V2CUR",20101,"120-160 cm",5,250,0.02
"E2","V2CUR",20101,"160-200 cm",4,250,0.016
"E2","V2CUR",20101,">200 cm",45,250,0.18
"E2","V2CUR",20102,"<40 cm",175,250,0.7
"E2","V2CUR",20102,"40-80 cm",1,250,0.004
"E2","V2CUR",20102,"80-120 cm",5,250,0.02
"E2","V2CUR",20102,"120-160 cm",5,250,0.02
"E2","V2CUR",20102,"160-200 cm",3,250,0.012
"E2","V2CUR",20102,">200 cm",61,250,0.244
"E2","V2CUR",20103,"<40 cm",187,250,0.748
"E2","V2CUR",20103,"40-80 cm",3,250,0.012
"E2","V2CUR",20103,"80-120 cm",4,250,0.016
"E2","V2CUR",20103,"120-160 cm",7,250,0.028
"E2","V2CUR",20103,"160-200 cm",5,250,0.02
"E2","V2CUR",20103,">200 cm",44,250,0.176
"E2","V2CUR",20104,"<40 cm",179,250,0.716
"E2","V2CUR",20104,"40-80 cm",6,250,0.024
"E2","V2CUR",20104,"80-120 cm",5,250,0.02
"E2","V2CUR",20104,"120-160 cm",5,250,0.02
"E2","V2CUR",20104,"160-200 cm",2,250,0.008
"E2","V2CUR",20104,">200 cm",53,250,0.212
"E2","V2CUR",20105,"<40 cm",184,250,0.736
"E2","V2CUR",20105,"40-80 cm",4,250,0.016
"E2","V2CUR",20105,"80-120 cm",2,250,0.008
"E2","V2CUR",20105,"120-160 cm",3,250,0.012
"E2","V2CUR",20105,"160-200 cm",3,250,0.012
"E2","V2CUR",20105,">200 cm",54,250,0.216
"E2","V2CUR",20106,"<40 cm",175,250,0.7
"E2","V2CUR",20106,"40-80 cm",5,250,0.02
"E2","V2CUR",20106,"80-120 cm",6,250,0.024
"E2","V2CUR",20106,"120-160 cm",4,250,0.016
"E2","V2CUR",20106,"160-200 cm",6,250,0.024
"E2","V2CUR",20106,">200 cm",54,250,0.216
"E2","V2CUR",20107,"<40 cm",187,250,0.748
"E2","V2CUR",20107,"40-80 cm",4,250,0.016
"E2","V2CUR",20107,"80-120 cm",1,250,0.004
"E2","V2CUR",20107,"120-160 cm",2,250,0.008
"E2","V2CUR",20107,"160-200 cm",4,250,0.016
"E2","V2CUR",20107,">200 cm",52,250,0.208
"E2","V2CUR",20108,"<40 cm",197,250,0.788
"E2","V2CUR",20108,"40-80 cm",1,250,0.004
"E2","V2CUR",20108,"80-120 cm",1,250,0.004
"E2","V2CUR",20108,"120-160 cm",6,250,0.024
"E2","V2CUR",20108,"160-200 cm",3,250,0.012
"E2","V2CUR",20108,">200 cm",42,250,0.168
"E2","V2CUR",20109,"<40 cm",189,250,0.756
"E2","V2CUR",20109,"40-80 cm",4,250,0.016
"E2","V2CUR",20109,"80-120 cm",5,250,0.02
"E2","V2CUR",20109,"120-160 cm",4,250,0.016
"E2","V2CUR",20109,"160-200 cm",3,250,0.012
"E2","V2CUR",20109,">200 cm",45,250,0.18
"E2","V2CUR",20110,"<40 cm",177,250,0.708
"E2","V2CUR",20110,"40-80 cm",3,250,0.012
"E2","V2CUR",20110,"80-120 cm",4,250,0.016
"E2","V2CUR",20110,"120-160 cm",4,250,0.016
"E2","V2CUR",20110,"160-200 cm",0,250,0
"E2","V2CUR",20110,">200 cm",62,250,0.248
"E2","V2CUR",21101,"<40 cm",183,250,0.732
"E2","V2CUR",21101,"40-80 cm",14,250,0.056
"E2","V2CUR",21101,"80-120 cm",3,250,0.012
"E2","V2CUR",21101,"120-160 cm",5,250,0.02
"E2","V2CUR",21101,"160-200 cm",4,250,0.016
"E2","V2CUR",21101,">200 cm",41,250,0.164
"E2","V2CUR",21102,"<40 cm",172,250,0.688
"E2","V2CUR",21102,"40-80 cm",8,250,0.032
"E2","V2CUR",21102,"80-120 cm",6,250,0.024
"E2","V2CUR",21102,"120-160 cm",4,250,0.016
"E2","V2CUR",21102,"160-200 cm",3,250,0.012
"E2","V2CUR",21102,">200 cm",57,250,0.228
"E2","V2CUR",21103,"<40 cm",183,250,0.732
"E2","V2CUR",21103,"40-80 cm",11,250,0.044
"E2","V2CUR",21103,"80-120 cm",4,250,0.016
"E2","V2CUR",21103,"120-160 cm",7,250,0.028
"E2","V2CUR",21103,"160-200 cm",5,250,0.02
"E2","V2CUR",21103,">200 cm",40,250,0.16
"E2","V2CUR",21104,"<40 cm",173,250,0.692
"E2","V2CUR",21104,"40-80 cm",16,250,0.064
"E2","V2CUR",21104,"80-120 cm",6,250,0.024
"E2","V2CUR",21104,"120-160 cm",4,250,0.016
"E2","V2CUR",21104,"160-200 cm",4,250,0.016
"E2","V2CUR",21104,">200 cm",47,250,0.188
"E2","V2CUR",21105,"<40 cm",180,250,0.72
"E2","V2CUR",21105,"40-80 cm",12,250,0.048
"E2","V2CUR",21105,"80-120 cm",2,250,0.008
"E2","V2CUR",21105,"120-160 cm",3,250,0.012
"E2","V2CUR",21105,"160-200 cm",2,250,0.008
"E2","V2CUR",21105,">200 cm",51,250,0.204
"E2","V2CUR",21106,"<40 cm",172,250,0.688
"E2","V2CUR",21106,"40-80 cm",12,250,0.048
"E2","V2CUR",21106,"80-120 cm",6,250,0.024
"E2","V2CUR",21106,"120-160 cm",4,250,0.016
"E2","V2CUR",21106,"160-200 cm",6,250,0.024
"E2","V2CUR",21106,">200 cm",50,250,0.2
"E2","V2CUR",21107,"<40 cm",184,250,0.736
"E2","V2CUR",21107,"40-80 cm",11,250,0.044
"E2","V2CUR",21107,"80-120 cm",1,250,0.004
"E2","V2CUR",21107,"120-160 cm",2,250,0.008
"E2","V2CUR",21107,"160-200 cm",5,250,0.02
"E2","V2CUR",21107,">200 cm",47,250,0.188
"E2","V2CUR",21108,"<40 cm",194,250,0.776
"E2","V2CUR",21108,"40-80 cm",8,250,0.032
"E2","V2CUR",21108,"80-120 cm",1,250,0.004
"E2","V2CUR",21108,"120-160 cm",6,250,0.024
"E2","V2CUR",21108,"160-200 cm",3,250,0.012
"E2","V2CUR",21108,">200 cm",38,250,0.152
"E2","V2CUR",21109,"<40 cm",183,250,0.732
"E2","V2CUR",21109,"40-80 cm",14,250,0.056
"E2","V2CUR",21109,"80-120 cm",5,250,0.02
"E2","V2CUR",21109,"120-160 cm",4,250,0.016
"E2","V2CUR",21109,"160-200 cm",4,250,0.016
"E2","V2CUR",21109,">200 cm",40,250,0.16
"E2","V2CUR",21110,"<40 cm",175,250,0.7
"E2","V2CUR",21110,"40-80 cm",9,250,0.036
"E2","V2CUR",21110,"80-120 cm",4,250,0.016
"E2","V2CUR",21110,"120-160 cm",4,250,0.016
"E2","V2CUR",21110,"160-200 cm",0,250,0
"E2","V2CUR",21110,">200 cm",58,250,0.232
"E2","V2CUR",22101,"<40 cm",190,250,0.76
"E2","V2CUR",22101,"40-80 cm",6,250,0.024
"E2","V2CUR",22101,"80-120 cm",5,250,0.02
"E2","V2CUR",22101,"120-160 cm",8,250,0.032
"E2","V2CUR",22101,"160-200 cm",7,250,0.028
"E2","V2CUR",22101,">200 cm",34,250,0.136
"E2","V2CUR",22102,"<40 cm",171,250,0.684
"E2","V2CUR",22102,"40-80 cm",5,250,0.02
"E2","V2CUR",22102,"80-120 cm",7,250,0.028
"E2","V2CUR",22102,"120-160 cm",7,250,0.028
"E2","V2CUR",22102,"160-200 cm",9,250,0.036
"E2","V2CUR",22102,">200 cm",51,250,0.204
"E2","V2CUR",22103,"<40 cm",179,250,0.716
"E2","V2CUR",22103,"40-80 cm",9,250,0.036
"E2","V2CUR",22103,"80-120 cm",7,250,0.028
"E2","V2CUR",22103,"120-160 cm",10,250,0.04
"E2","V2CUR",22103,"160-200 cm",6,250,0.024
"E2","V2CUR",22103,">200 cm",39,250,0.156
"E2","V2CUR",22104,"<40 cm",178,250,0.712
"E2","V2CUR",22104,"40-80 cm",14,250,0.056
"E2","V2CUR",22104,"80-120 cm",3,250,0.012
"E2","V2CUR",22104,"120-160 cm",4,250,0.016
"E2","V2CUR",22104,"160-200 cm",10,250,0.04
"E2","V2CUR",22104,">200 cm",41,250,0.164
"E2","V2CUR",22105,"<40 cm",178,250,0.712
"E2","V2CUR",22105,"40-80 cm",14,250,0.056
"E2","V2CUR",22105,"80-120 cm",2,250,0.008
"E2","V2CUR",22105,"120-160 cm",7,250,0.028
"E2","V2CUR",22105,"160-200 cm",7,250,0.028
"E2","V2CUR",22105,">200 cm",42,250,0.168
"E2","V2CUR",22106,"<40 cm",171,250,0.684
"E2","V2CUR",22106,"40-80 cm",11,250,0.044
"E2","V2CUR",22106,"80-120 cm",7,250,0.028
"E2","V2CUR",22106,"120-160 cm",6,250,0.024
"E2","V2CUR",22106,"160-200 cm",13,250,0.052
"E2","V2CUR",22106,">200 cm",42,250,0.168
"E2","V2CUR",22107,"<40 cm",184,250,0.736
"E2","V2CUR",22107,"40-80 cm",10,250,0.04
"E2","V2CUR",22107,"80-120 cm",2,250,0.008
"E2","V2CUR",22107,"120-160 cm",2,250,0.008
"E2","V2CUR",22107,"160-200 cm",6,250,0.024
"E2","V2CUR",22107,">200 cm",46,250,0.184
"E2","V2CUR",22108,"<40 cm",186,250,0.744
"E2","V2CUR",22108,"40-80 cm",13,250,0.052
"E2","V2CUR",22108,"80-120 cm",3,250,0.012
"E2","V2CUR",22108,"120-160 cm",7,250,0.028
"E2","V2CUR",22108,"160-200 cm",6,250,0.024
"E2","V2CUR",22108,">200 cm",35,250,0.14
"E2","V2CUR",22109,"<40 cm",187,250,0.748
"E2","V2CUR",22109,"40-80 cm",9,250,0.036
"E2","V2CUR",22109,"80-120 cm",5,250,0.02
"E2","V2CUR",22109,"120-160 cm",7,250,0.028
"E2","V2CUR",22109,"160-200 cm",7,250,0.028
"E2","V2CUR",22109,">200 cm",35,250,0.14
"E2","V2CUR",22110,"<40 cm",170,250,0.68
"E2","V2CUR",22110,"40-80 cm",12,250,0.048
"E2","V2CUR",22110,"80-120 cm",3,250,0.012
"E2","V2CUR",22110,"120-160 cm",7,250,0.028
"E2","V2CUR",22110,"160-200 cm",3,250,0.012
"E2","V2CUR",22110,">200 cm",55,250,0.22
"E2","V2CUR",23101,"<40 cm",190,250,0.76
"E2","V2CUR",23101,"40-80 cm",4,250,0.016
"E2","V2CUR",23101,"80-120 cm",4,250,0.016
"E2","V2CUR",23101,"120-160 cm",6,250,0.024
"E2","V2CUR",23101,"160-200 cm",3,250,0.012
"E2","V2CUR",23101,">200 cm",43,250,0.172
"E2","V2CUR",23102,"<40 cm",179,250,0.716
"E2","V2CUR",23102,"40-80 cm",2,250,0.008
"E2","V2CUR",23102,"80-120 cm",5,250,0.02
"E2","V2CUR",23102,"120-160 cm",6,250,0.024
"E2","V2CUR",23102,"160-200 cm",2,250,0.008
"E2","V2CUR",23102,">200 cm",56,250,0.224
"E2","V2CUR",23103,"<40 cm",185,250,0.74
"E2","V2CUR",23103,"40-80 cm",7,250,0.028
"E2","V2CUR",23103,"80-120 cm",4,250,0.016
"E2","V2CUR",23103,"120-160 cm",7,250,0.028
"E2","V2CUR",23103,"160-200 cm",6,250,0.024
"E2","V2CUR",23103,">200 cm",41,250,0.164
"E2","V2CUR",23104,"<40 cm",180,250,0.72
"E2","V2CUR",23104,"40-80 cm",7,250,0.028
"E2","V2CUR",23104,"80-120 cm",7,250,0.028
"E2","V2CUR",23104,"120-160 cm",7,250,0.028
"E2","V2CUR",23104,"160-200 cm",3,250,0.012
"E2","V2CUR",23104,">200 cm",46,250,0.184
"E2","V2CUR",23105,"<40 cm",186,250,0.744
"E2","V2CUR",23105,"40-80 cm",5,250,0.02
"E2","V2CUR",23105,"80-120 cm",3,250,0.012
"E2","V2CUR",23105,"120-160 cm",4,250,0.016
"E2","V2CUR",23105,"160-200 cm",2,250,0.008
"E2","V2CUR",23105,">200 cm",50,250,0.2
"E2","V2CUR",23106,"<40 cm",174,250,0.696
"E2","V2CUR",23106,"40-80 cm",9,250,0.036
"E2","V2CUR",23106,"80-120 cm",5,250,0.02
"E2","V2CUR",23106,"120-160 cm",4,250,0.016
"E2","V2CUR",23106,"160-200 cm",5,250,0.02
"E2","V2CUR",23106,">200 cm",53,250,0.212
"E2","V2CUR",23107,"<40 cm",189,250,0.756
"E2","V2CUR",23107,"40-80 cm",4,250,0.016
"E2","V2CUR",23107,"80-120 cm",1,250,0.004
"E2","V2CUR",23107,"120-160 cm",3,250,0.012
"E2","V2CUR",23107,"160-200 cm",2,250,0.008
"E2","V2CUR",23107,">200 cm",51,250,0.204
"E2","V2CUR",23108,"<40 cm",198,250,0.792
"E2","V2CUR",23108,"40-80 cm",1,250,0.004
"E2","V2CUR",23108,"80-120 cm",2,250,0.008
"E2","V2CUR",23108,"120-160 cm",5,250,0.02
"E2","V2CUR",23108,"160-200 cm",5,250,0.02
"E2","V2CUR",23108,">200 cm",39,250,0.156
"E2","V2CUR",23109,"<40 cm",191,250,0.764
"E2","V2CUR",23109,"40-80 cm",5,250,0.02
"E2","V2CUR",23109,"80-120 cm",5,250,0.02
"E2","V2CUR",23109,"120-160 cm",5,250,0.02
"E2","V2CUR",23109,"160-200 cm",3,250,0.012
"E2","V2CUR",23109,">200 cm",41,250,0.164
"E2","V2CUR",23110,"<40 cm",177,250,0.708
"E2","V2CUR",23110,"40-80 cm",4,250,0.016
"E2","V2CUR",23110,"80-120 cm",4,250,0.016
"E2","V2CUR",23110,"120-160 cm",5,250,0.02
"E2","V2CUR",23110,"160-200 cm",1,250,0.004
"E2","V2CUR",23110,">200 cm",59,250,0.236
"E2","V2CUR",24101,"<40 cm",181,250,0.724
"E2","V2CUR",24101,"40-80 cm",18,250,0.072
"E2","V2CUR",24101,"80-120 cm",3,250,0.012
"E2","V2CUR",24101,"120-160 cm",5,250,0.02
"E2","V2CUR",24101,"160-200 cm",7,250,0.028
"E2","V2CUR",24101,">200 cm",36,250,0.144
"E2","V2CUR",24102,"<40 cm",160,250,0.64
"E2","V2CUR",24102,"40-80 cm",21,250,0.084
"E2","V2CUR",24102,"80-120 cm",6,250,0.024
"E2","V2CUR",24102,"120-160 cm",5,250,0.02
"E2","V2CUR",24102,"160-200 cm",5,250,0.02
"E2","V2CUR",24102,">200 cm",53,250,0.212
"E2","V2CUR",24103,"<40 cm",167,250,0.668
"E2","V2CUR",24103,"40-80 cm",27,250,0.108
"E2","V2CUR",24103,"80-120 cm",4,250,0.016
"E2","V2CUR",24103,"120-160 cm",11,250,0.044
"E2","V2CUR",24103,"160-200 cm",6,250,0.024
"E2","V2CUR",24103,">200 cm",35,250,0.14
"E2","V2CUR",24104,"<40 cm",170,250,0.68
"E2","V2CUR",24104,"40-80 cm",20,250,0.08
"E2","V2CUR",24104,"80-120 cm",6,250,0.024
"E2","V2CUR",24104,"120-160 cm",9,250,0.036
"E2","V2CUR",24104,"160-200 cm",7,250,0.028
"E2","V2CUR",24104,">200 cm",38,250,0.152
"E2","V2CUR",24105,"<40 cm",169,250,0.676
"E2","V2CUR",24105,"40-80 cm",23,250,0.092
"E2","V2CUR",24105,"80-120 cm",1,250,0.004
"E2","V2CUR",24105,"120-160 cm",4,250,0.016
"E2","V2CUR",24105,"160-200 cm",9,250,0.036
"E2","V2CUR",24105,">200 cm",44,250,0.176
"E2","V2CUR",24106,"<40 cm",167,250,0.668
"E2","V2CUR",24106,"40-80 cm",19,250,0.076
"E2","V2CUR",24106,"80-120 cm",6,250,0.024
"E2","V2CUR",24106,"120-160 cm",6,250,0.024
"E2","V2CUR",24106,"160-200 cm",10,250,0.04
"E2","V2CUR",24106,">200 cm",42,250,0.168
"E2","V2CUR",24107,"<40 cm",181,250,0.724
"E2","V2CUR",24107,"40-80 cm",15,250,0.06
"E2","V2CUR",24107,"80-120 cm",3,250,0.012
"E2","V2CUR",24107,"120-160 cm",6,250,0.024
"E2","V2CUR",24107,"160-200 cm",9,250,0.036
"E2","V2CUR",24107,">200 cm",36,250,0.144
"E2","V2CUR",24108,"<40 cm",177,250,0.708
"E2","V2CUR",24108,"40-80 cm",25,250,0.1
"E2","V2CUR",24108,"80-120 cm",4,250,0.016
"E2","V2CUR",24108,"120-160 cm",5,250,0.02
"E2","V2CUR",24108,"160-200 cm",6,250,0.024
"E2","V2CUR",24108,">200 cm",33,250,0.132
"E2","V2CUR",24109,"<40 cm",178,250,0.712
"E2","V2CUR",24109,"40-80 cm",20,250,0.08
"E2","V2CUR",24109,"80-120 cm",6,250,0.024
"E2","V2CUR",24109,"120-160 cm",5,250,0.02
"E2","V2CUR",24109,"160-200 cm",8,250,0.032
"E2","V2CUR",24109,">200 cm",33,250,0.132
"E2","V2CUR",24110,"<40 cm",163,250,0.652
"E2","V2CUR",24110,"40-80 cm",21,250,0.084
